Name,ISIN,Symbol,Market,Currency,Open Price,High Price,low Price,last Price,last Trade MIC Time,Time Zone,Volume,Turnover,Closing Price,Closing Price DateTime
28 Jan 2024,,,,,,,,,,,,,,
All datapoints provided as of end of last active trading day.,,,,,,,,,,,,,,
ALFEN BEHEER,NL0012817175,4ALFEN,EuroTLX,EUR,56.04,56.44,56.04,56.44,15/01/2024 11:06,CET,270,15166.80,53.28,26/01/2024
ALFIO BARDOLLA,IT0005244030,ABTG,Euronext Growth Milan,EUR,2.40,2.46,2.40,2.42,26/01/2024 17:20,CET,4900,11914.00,2.42,26/01/2024
ALFONSINO,IT0005466039,ALFO,Euronext Growth Milan,EUR,0.648,0.648,0.62,0.646,26/01/2024 17:35,CET,67000,42262.00,0.646,26/01/2024
ALGOWATT,IT0004359037,ALW,Euronext Milan,EUR,0.2985,0.3025,0.2935,0.2935,26/01/2024 17:35,CET,38286,11384.9575,0.2935,26/01/2024
ALGREEN,FR001400IV58,ALGRE,Euronext Growth Paris,EUR,0.0026,0.0049,0.0015,0.0019,26/01/2024 17:35,CET,44274266,124106.8634,0.0019,26/01/2024
ALIAXIS,BE0941243520,-,Euronext Expert Market,EUR,30.00,30.00,30.00,30.00,23/01/2024 11:30,CET,700,21000.00,30.00,26/01/2024
ALKEMY,IT0005314635,ALK,Euronext Milan,EUR,9.70,9.81,9.70,9.70,26/01/2024 16:40,CET,1017,9945.58,9.70,26/01/2024
ALLCORE,IT0005461303,CORE,Euronext Growth Milan,EUR,1.82,1.85,1.82,1.85,26/01/2024 12:49,CET,21567,39619.185,1.85,26/01/2024
ALLFUNDS GROUP,GB00BNTJ3546,ALLFG,Euronext Amsterdam,EUR,6.35,6.435,6.215,6.41,26/01/2024 17:35,CET,295427,1880968.025,6.41,26/01/2024
ALLIANZ,DE0008404005,2ALV,Trading After Hours,EUR,255.00,260.00,255.00,260.00,26/01/2024 18:06,CET,5,1295.00,259.00,26/01/2024
ALLIANZ,DE0008404005,1ALV,Euronext Global Equity Market,EUR,247.05,248.15,247.05,247.70,26/01/2024 17:00,CET,265,65543.25,247.65,26/01/2024
ALLIANZ,DE0008404005,4ALV,EuroTLX,EUR,247.65,248.00,247.65,248.00,26/01/2024 12:39,CET,30,7438.25,247.70,26/01/2024
ALMAWAVE,IT0005434615,AIW,Euronext Growth Milan,EUR,4.13,4.13,4.05,4.08,26/01/2024 17:35,CET,9294,37928.98,4.08,26/01/2024
ALME INVEST,BE0146350740,-,Euronext Expert Market,EUR,89.91,89.91,89.91,89.91,11/05/2021 11:30,CET,975,87662.25,90.00,26/01/2024
ALMUNDA PRO NV,NL0010696704,AMUND,Euronext Amsterdam,EUR,1.29,1.29,1.29,1.29,26/01/2024 09:06,CET,100,129.00,1.29,26/01/2024
ALPES (COMPAGNIE),FR0000053324,CDA,Euronext Paris,EUR,15.04,15.32,15.04,15.18,26/01/2024 17:35,CET,28893,439510.16,15.18,26/01/2024
ALPHA MOS,FR0013421286,ALNEO,Euronext Growth Paris,EUR,0.77,0.8365,0.755,0.8365,26/01/2024 16:58,CET,4057,3129.3535,0.8365,26/01/2024
ALPHABET CLASSE A,US02079K3059,4GOOGL,EuroTLX,EUR,139.20,140.12,138.30,140.12,26/01/2024 17:10,CET,676,94251.46,139.88,26/01/2024
ALPHABET CLASSE A,US02079K3059,2GOOGL,Trading After Hours,EUR,139.86,141.00,139.00,141.00,26/01/2024 20:11,CET,250,35100.30,140.40,26/01/2024
ALPHABET CLASSE A,US02079K3059,1GOOGL,Euronext Global Equity Market,EUR,139.06,140.22,138.70,139.86,26/01/2024 17:35,CET,6779,944637.48,139.86,26/01/2024
ALPHABET CLASSE C,US02079K1079,2GOOG,Trading After Hours,EUR,138.74,138.74,138.74,138.74,24/01/2024 19:39,CET,11,1526.14,141.40,26/01/2024
ALPHABET CLASSE C,US02079K1079,1GOOG,Euronext Global Equity Market,EUR,140.36,141.82,140.30,141.66,26/01/2024 17:12,CET,1310,184386.10,141.40,26/01/2024
ALPHABET CLASSE C,US02079K1079,4GOOG,EuroTLX,EUR,140.60,141.10,140.58,141.10,26/01/2024 16:05,CET,254,35735.58,141.40,26/01/2024
ALSTOM,FR0010220475,4ALO,EuroTLX,EUR,11.70,11.70,11.70,11.70,26/01/2024 11:54,CET,100,1170.00,11.76,26/01/2024
ALSTOM,FR0010220475,ALO,Euronext Paris,EUR,11.415,11.775,11.37,11.695,26/01/2024 17:38,CET,2866196,33439153.52,11.695,26/01/2024
ALSTOM,FR0010220475,2ALO,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,11.695,26/01/2024
ALTAMIR,FR0000053837,LTA,Euronext Paris,EUR,24.20,24.50,24.10,24.50,26/01/2024 17:35,CET,792,19295.30,24.50,26/01/2024
ALTAREA,FR0000033219,2ALTA,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,80.60,26/01/2024
ALTAREA,FR0000033219,ALTA,Euronext Paris,EUR,80.00,81.10,80.00,80.60,26/01/2024 17:36,CET,3176,255747.90,80.60,26/01/2024
ALTAREIT,FR0000039216,AREIT,Euronext Paris,EUR,454.00,454.00,442.00,442.00,26/01/2024 13:36,CET,2,896.00,442.00,26/01/2024
ALTEA GREEN POWER,IT0005472730,AGP,Euronext Growth Milan,EUR,9.28,9.30,8.82,9.02,26/01/2024 17:35,CET,62394,565117.04,9.02,26/01/2024
ALTEN,FR0000071946,2ATE,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,142.80,26/01/2024
ALTEN,FR0000071946,ATE,Euronext Paris,EUR,142.70,143.50,140.50,142.80,26/01/2024 17:35,CET,52758,7517251.80,142.80,26/01/2024
ALTERNUS ENERGY GR,IE00BLRPRP89,ALT,Euronext Growth Oslo,NOK,8.76,9.00,8.20,8.36,26/01/2024 16:25,CET,61092,526082.38,8.36,26/01/2024
ALTHEORA,FR0000061244,ALORA,Euronext Growth Paris,EUR,0.421,0.458,0.40,0.419,26/01/2024 17:35,CET,125497,53180.179,0.419,26/01/2024
ALTRI SGPS,PTALT0AE0002,ALTR,Euronext Lisbon,EUR,4.556,4.598,4.55,4.586,26/01/2024 22:35,BST,266100,1218642.668,4.586,26/01/2024
ALTRI SGPS,PTALT0AE0002,2ALTR,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,4.586,26/01/2024
ALTRIA GROUP,US02209S1033,1MO,Euronext Global Equity Market,EUR,36.80,36.80,36.80,36.80,25/01/2024 13:03,CET,50,1840.00,36.95,26/01/2024
ALTRIA GROUP,US02209S1033,4MO,EuroTLX,EUR,36.80,37.04,36.75,37.04,25/01/2024 16:30,CET,76,2802.03,36.95,26/01/2024
ALTRIA GROUP,US02209S1033,2MO,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,36.95,26/01/2024
ALTUR INVEST.,FR0010395681,ALTUR,Euronext Paris,EUR,11.00,11.00,11.00,11.00,26/01/2024 17:35,CET,89782,987602.00,11.00,26/01/2024
ALUMEXX N.V.,NL0012194724,ALX,Euronext Amsterdam,EUR,1.13,1.13,1.10,1.12,26/01/2024 13:22,CET,1035,1145.53,1.12,26/01/2024
ALVEEN,FR0013253812,MLALV,Euronext Access Paris,EUR,0.08,0.08,0.08,0.08,20/11/2023 11:30,CET,1,0.08,0.08,26/01/2024
AMA CORPORATION,GB00BNKGZC51,ALAMA,Euronext Growth Paris,EUR,0.211,0.211,0.211,0.211,26/01/2024 09:00,CET,1,0.211,0.211,26/01/2024
AMADEUS FIRE,DE0005093108,4AAD,EuroTLX,EUR,110.60,110.60,110.60,110.60,13/10/2023 16:48,CET,15,1659.00,113.20,26/01/2024
AMADEUS FIRE,DE0005093108,2AAD,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,113.00,26/01/2024
AMADEUS FIRE,DE0005093108,1AAD,Euronext Global Equity Market,EUR,121.00,121.00,121.00,121.00,18/12/2023 17:18,CET,90,10890.00,113.00,26/01/2024
AMADEUS IT GROUP,ES0109067019,4AMS,EuroTLX,EUR,-,-,-,65.90,07/09/2023 00:00,CET,-,-,66.40,26/01/2024
AMADEUS IT GROUP,ES0109067019,1AMS,Euronext Global Equity Market,EUR,63.98,63.98,63.98,63.98,18/01/2024 14:47,CET,80,5118.40,66.36,26/01/2024
AMADEUS IT GROUP,ES0109067019,2AMS,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,66.36,26/01/2024
AMATHEON AGRI,NL0010273694,MLAAH,Euronext Access Paris,EUR,0.0935,0.0935,0.0935,0.0935,26/01/2024 11:30,CET,1,0.0935,0.0935,26/01/2024
AMAZON,US0231351067,4AMZN,EuroTLX,EUR,148.00,148.00,143.50,146.54,26/01/2024 17:29,CET,2259,328368.94,146.44,26/01/2024
AMAZON,US0231351067,1AMZN,Euronext Global Equity Market,EUR,144.90,146.80,144.18,146.62,26/01/2024 17:35,CET,18285,2664619.62,146.62,26/01/2024
AMAZON,US0231351067,2AMZN,Trading After Hours,EUR,147.00,147.70,146.38,146.38,26/01/2024 20:24,CET,6774,995827.48,147.00,26/01/2024
AMBROMOBILIARE,IT0004779515,AMB,Euronext Growth Milan,EUR,1.36,1.36,1.36,1.36,24/01/2024 12:54,CET,800,1088.00,1.36,26/01/2024
AMERICAN AIRLINES,US02376R1023,1AAL,Euronext Global Equity Market,EUR,12.788,13.60,12.788,13.60,25/01/2024 15:33,CET,1040,13947.52,13.944,26/01/2024
AMERICAN AIRLINES,US02376R1023,2AAL,Trading After Hours,EUR,13.27,13.27,13.27,13.27,08/01/2024 20:01,CET,15,199.05,13.944,26/01/2024
AMERICAN AIRLINES,US02376R1023,4AAL,EuroTLX,EUR,14.14,14.232,14.14,14.232,26/01/2024 15:51,CET,228,3238.088,13.91,26/01/2024
AMERICAN EXPRESS,US0258161092,2AXP,Trading After Hours,EUR,160.80,160.80,160.80,160.80,04/12/2023 20:06,CET,1,160.80,185.95,26/01/2024
AMERICAN EXPRESS,US0258161092,1AXP,Euronext Global Equity Market,EUR,174.55,187.25,172.25,187.25,26/01/2024 16:48,CET,178,31642.00,185.95,26/01/2024
AMERICAN EXPRESS,US0258161092,4AXP,EuroTLX,EUR,185.65,185.65,185.65,185.65,26/01/2024 16:09,CET,1,185.65,185.90,26/01/2024
AMERICAN INTERN,US0268747849,2AIG,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,63.80,26/01/2024
AMERICAN INTERN,US0268747849,4AIG,EuroTLX,EUR,63.10,63.10,63.10,63.10,24/01/2024 10:47,CET,8,504.80,63.80,26/01/2024
AMERICAN INTERN,US0268747849,1AIG,Euronext Global Equity Market,EUR,-,-,-,-,-,CET,-,-,63.80,26/01/2024
AMERICAN TOWER R,US03027X1000,2AMT,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,183.05,26/01/2024
AMERICAN TOWER R,US03027X1000,1AMT,Euronext Global Equity Market,EUR,184.10,184.10,183.90,183.90,26/01/2024 14:59,CET,44,8099.40,183.05,26/01/2024
AMERICAN TOWER R,US03027X1000,4AMT,EuroTLX,EUR,-,-,-,171.55,07/09/2023 00:00,CET,-,-,183.00,26/01/2024
AMERICAN WATER WOR,US0304201033,4AWK,EuroTLX,EUR,113.40,113.80,113.40,113.80,25/01/2024 15:43,CET,174,19763.20,114.20,26/01/2024
AMERICAN WATER WOR,US0304201033,1AWK,Euronext Global Equity Market,EUR,117.60,117.60,117.60,117.60,23/01/2024 09:00,CET,8,940.80,114.20,26/01/2024
AMERICAN WATER WOR,US0304201033,2AWK,Trading After Hours,EUR,119.40,119.40,119.40,119.40,11/01/2024 18:22,CET,2,238.80,114.20,26/01/2024
AMG,NL0000888691,2AMG,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,20.93,26/01/2024
AMG,NL0000888691,AMG,Euronext Amsterdam,EUR,19.98,21.13,19.90,20.93,26/01/2024 17:35,CET,316301,6549147.77,20.93,26/01/2024
AMGEN,US0311621009,4AMGN,EuroTLX,EUR,286.40,286.40,286.40,286.40,26/01/2024 12:38,CET,2,572.80,286.20,26/01/2024
AMGEN,US0311621009,2AMGN,Trading After Hours,EUR,282.40,282.40,282.40,282.40,22/01/2024 18:00,CET,40,11296.00,286.20,26/01/2024
AMGEN,US0311621009,1AMGN,Euronext Global Equity Market,EUR,280.20,280.20,280.20,280.20,25/01/2024 09:42,CET,20,5604.00,286.20,26/01/2024
AMOEBA,FR0011051598,ALMIB,Euronext Growth Paris,EUR,0.4165,0.4165,0.40,0.40,26/01/2024 17:29,CET,77601,31189.6745,0.40,26/01/2024
AMPLIFON,IT0004056880,2AMP,Trading After Hours,EUR,30.15,30.15,29.68,29.68,24/01/2024 19:17,CET,360,10699.30,30.64,26/01/2024
AMPLIFON,IT0004056880,AMP,Euronext Milan,EUR,29.85,30.64,29.79,30.64,26/01/2024 17:35,CET,617733,18779312.43,30.64,26/01/2024
AMPLITUDE SURGICAL,FR0012789667,AMPLI,Euronext Paris,EUR,3.26,3.26,3.20,3.26,26/01/2024 17:35,CET,503,1621.78,3.26,26/01/2024
AMSC,NO0010272065,AMSC,Oslo Børs,NOK,28.00,28.50,28.00,28.30,26/01/2024 16:25,CET,34222,969583.10,28.30,26/01/2024
AMUNDI,FR0004125920,2AMUN,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,64.65,26/01/2024
AMUNDI,FR0004125920,4AMUN,EuroTLX,EUR,64.90,64.90,64.90,64.90,26/01/2024 14:26,CET,25,1622.50,64.75,26/01/2024
AMUNDI,FR0004125920,AMUN,Euronext Paris,EUR,64.20,65.10,63.90,64.65,26/01/2024 17:36,CET,111249,7197253.30,64.65,26/01/2024
ANALOG DEVICES,US0326541051,1ADI,Euronext Global Equity Market,EUR,-,-,-,-,-,CET,-,-,177.40,26/01/2024
ANALOG DEVICES,US0326541051,4ADI,EuroTLX,EUR,182.50,182.50,182.50,182.50,15/12/2023 12:35,CET,15,2737.50,180.00,26/01/2024
ANALOG DEVICES,US0326541051,2ADI,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,177.40,26/01/2024
ANDFJORD SALMON,NO0010829765,ANDF,Euronext Growth Oslo,NOK,31.50,31.50,30.90,30.90,26/01/2024 15:14,CET,18724,583835.80,30.90,26/01/2024
ANDINO GLOBAL,ES0105744009,MLAIG,Euronext Access Paris,EUR,-,-,-,-,-,CET,-,-,3.21,26/01/2024
ANHEUSER-BUSCH,BE0974293251,1ABI,Euronext Global Equity Market,EUR,56.84,56.84,56.84,56.84,26/01/2024 09:57,CET,3,170.52,57.10,26/01/2024
ANHEUSER-BUSCH,BE0974293251,2ABI,Trading After Hours,EUR,54.30,54.30,54.30,54.30,22/06/2023 19:39,CET,3,162.90,57.10,26/01/2024
ANHEUSER-BUSCH,BE0974293251,4ABI,EuroTLX,EUR,56.98,56.98,56.98,56.98,25/01/2024 13:28,CET,20,1139.60,57.10,26/01/2024
ANIMA HOLDING,IT0004998065,ANIM,Euronext Milan,EUR,4.242,4.252,4.21,4.216,26/01/2024 17:35,CET,442125,1870526.306,4.216,26/01/2024
ANS ROCOUR,BE0003243426,-,Euronext Expert Market,EUR,89.30,89.30,89.30,89.30,21/02/2017 11:30,CET,31,2768.30,89.50,26/01/2024
ANTARES VISION,IT0005366601,AV,Euronext Milan,EUR,1.826,1.996,1.806,1.906,26/01/2024 17:35,CET,1233972,2356197.70,1.906,26/01/2024
ANTIN INFRA PARTN,FR0014005AL0,2ANTIN,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,16.60,26/01/2024
ANTIN INFRA PARTN,FR0014005AL0,ANTIN,Euronext Paris,EUR,16.35,17.15,16.05,16.60,26/01/2024 17:36,CET,138137,2295528.40,16.60,26/01/2024
APERAM,LU0569974404,APAM,"Euronext Amsterdam, Brussels, Paris",EUR,29.71,29.72,29.39,29.55,26/01/2024 17:35,CET,111135,3284585.38,29.55,26/01/2024
APERAM,LU0569974404,2APAM,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,29.55,26/01/2024
APODACA INVERSIONE,ES0105658001,MLASO,Euronext Access Paris,EUR,70.00,70.00,70.00,70.00,07/11/2022 00:00,CET,-,-,70.00,26/01/2024
APPLE,US0378331005,4AAPL,EuroTLX,EUR,180.00,180.00,178.24,179.02,26/01/2024 17:26,CET,1405,251457.50,179.02,26/01/2024
APPLE,US0378331005,1AAPL,Euronext Global Equity Market,EUR,178.56,179.20,178.00,178.90,26/01/2024 17:35,CET,6238,1114396.52,178.90,26/01/2024
APPLE,US0378331005,2AAPL,Trading After Hours,EUR,178.80,178.80,177.46,177.46,26/01/2024 19:07,CET,88,15670.82,178.08,26/01/2024
APPLIED MATERIALS,US0382221051,2AMAT,Trading After Hours,EUR,154.26,154.26,154.26,154.26,26/01/2024 19:31,CET,4,617.04,154.26,26/01/2024
APPLIED MATERIALS,US0382221051,1AMAT,Euronext Global Equity Market,EUR,154.84,155.32,154.84,155.32,26/01/2024 12:22,CET,93,14406.36,155.68,26/01/2024
APPLIED MATERIALS,US0382221051,4AMAT,EuroTLX,EUR,154.98,155.30,154.00,155.30,26/01/2024 16:33,CET,8,1239.82,155.72,26/01/2024
AQUA BIO TECHNO,NO0010307135,ABTEC,Euronext Expand Oslo,NOK,6.00,6.10,5.40,5.60,26/01/2024 16:25,CET,447651,2499187.62,5.60,26/01/2024
AQUAFIL,IT0005241192,ECNL,Euronext Milan,EUR,3.26,3.31,3.26,3.28,26/01/2024 17:35,CET,30969,101736.055,3.28,26/01/2024
AQUILA,FR0010340711,ALAQU,Euronext Growth Paris,EUR,3.90,3.90,3.90,3.90,26/01/2024 11:30,CET,32,124.80,3.90,26/01/2024
AQUILA,GB00BK6RLF66,AERI,Euronext Growth Dublin,EUR,0.80,0.8327,0.80,0.8327,10/01/2024 20:41,IST,2000,1632.70,0.8327,26/01/2024
AQUILA HOLDINGS,NO0010778095,AQUIL,Euronext Expand Oslo,NOK,0.98,0.98,0.956,0.964,26/01/2024 16:25,CET,110073,106296.058,0.964,26/01/2024
ARAMIS GROUP,FR0014003U94,ARAMI,Euronext Paris,EUR,3.97,3.995,3.93,3.97,26/01/2024 17:37,CET,13955,55170.58,3.97,26/01/2024
ARCADIS,NL0006237562,2ARCAD,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,50.15,26/01/2024
ARCADIS,NL0006237562,ARCAD,Euronext Amsterdam,EUR,49.44,50.30,49.36,50.15,26/01/2024 17:35,CET,103606,5192266.70,50.15,26/01/2024
ARCELOR MITT LUX,LU0006047129,-,Euronext Expert Market,EUR,101.00,101.00,93.00,93.00,31/12/2002 00:00,CET,104,10112.00,123.00,26/01/2024
ARCELORMITT SCHIFF,LU0006067663,-,Euronext Expert Market,EUR,1.01,1.01,1.01,1.01,25/07/2023 11:30,CET,10,10.10,1.01,26/01/2024
ARCELORMITTAL,LU1598757687,4MT,EuroTLX,EUR,24.47,24.47,24.47,24.47,19/01/2024 14:26,CET,1000,24470.00,25.435,26/01/2024
ARCELORMITTAL SA,LU1598757687,MT,"Euronext Amsterdam, Paris",EUR,25.42,25.605,25.33,25.38,26/01/2024 17:35,CET,1511776,38465961.29,25.38,26/01/2024
ARCHER,BMG0451H1170,ARCH,Oslo Børs,NOK,0.92,0.94,0.842,0.862,26/01/2024 16:25,CET,18561304,16150703.742,0.862,26/01/2024
ARCHER-DANIELS-MID,US0394831020,1ADM,Euronext Global Equity Market,EUR,48.70,48.70,47.20,47.20,25/01/2024 16:44,CET,50,2367.50,47.40,26/01/2024
ARCHER-DANIELS-MID,US0394831020,2ADM,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,47.40,26/01/2024
ARCHER-DANIELS-MID,US0394831020,4ADM,EuroTLX,EUR,48.70,48.70,48.70,48.70,25/01/2024 14:48,CET,5,243.50,47.40,26/01/2024
ARCHOS,FR001400KO61,ALJXR,Euronext Growth Paris,EUR,0.28,0.28,0.25,0.2671,26/01/2024 17:35,CET,44371,11658.0572,0.2671,26/01/2024
ARCTIC BIOSCIENCE,NO0010859580,ABS,Euronext Growth Oslo,NOK,10.50,10.50,10.50,10.50,26/01/2024 09:00,CET,4,42.00,10.50,26/01/2024
ARCTIC FISH HOLDIN,NO0010917719,AFISH,Euronext Growth Oslo,NOK,60.00,60.00,60.00,60.00,26/01/2024 16:25,CET,3,180.00,60.00,26/01/2024
ARCTICZYMES TECHNO,NO0010014632,AZT,Oslo Børs,NOK,39.60,40.65,39.00,40.00,26/01/2024 16:25,CET,30610,1220784.35,40.00,26/01/2024
ARCURE,FR0013398997,ALCUR,Euronext Growth Paris,EUR,3.89,4.08,3.84,3.99,26/01/2024 17:35,CET,79380,317692.71,3.99,26/01/2024
ARDOIN ST AMAND A,FR0005057635,MLARD,Euronext Access Paris,EUR,180.00,180.00,180.00,180.00,22/01/2024 16:39,CET,23,4140.00,180.00,26/01/2024
ARDOIN ST AMAND B,FR0004070795,ARDO,Euronext Access Paris,EUR,72.00,72.00,72.00,72.00,03/08/2020 16:30,CET,2,144.00,72.00,26/01/2024
AREF THALASSA,ES0105661005,MLARE,Euronext Access Paris,EUR,8.75,8.75,8.75,8.75,17/11/2022 00:00,CET,-,-,8.75,26/01/2024
ARENDALS FOSSEKOMP,NO0003572802,AFK,Oslo Børs,NOK,161.80,162.20,156.60,161.40,26/01/2024 16:25,CET,20539,3289794.00,161.40,26/01/2024
ARGAN,FR0010481960,ARG,Euronext Paris,EUR,80.60,81.30,80.20,81.00,26/01/2024 17:35,CET,8028,647892.90,81.00,26/01/2024
ARGENX SE,NL0010832176,ARGX,Euronext Brussels,EUR,351.20,354.60,348.10,352.40,26/01/2024 17:35,CET,51605,18171385.00,352.40,26/01/2024
ARGENX SE,NL0010832176,2ARGX,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,352.40,26/01/2024
ARGEO,NO0010946593,ARGEO,Euronext Growth Oslo,NOK,3.85,3.94,3.82,3.88,26/01/2024 16:25,CET,1177013,4550740.23,3.88,26/01/2024
ARIMELIA ITG,ES0105601001,MLARI,Euronext Access Paris,EUR,2.97,2.97,2.97,2.97,17/09/2021 00:00,CET,-,-,2.98,26/01/2024
ARISTON HOLDING,NL0015000N33,ARIS,Euronext Milan,EUR,6.235,6.295,6.165,6.295,26/01/2024 17:35,CET,151233,944621.205,6.295,26/01/2024
ARKEMA,FR0010313833,4AKE,EuroTLX,EUR,97.70,97.70,97.70,97.70,10/01/2024 12:08,CET,5,488.50,103.25,26/01/2024
ARKEMA,FR0010313833,AKE,Euronext Paris,EUR,101.40,103.90,101.15,103.05,26/01/2024 17:35,CET,164556,16945936.00,103.05,26/01/2024
ARKEMA,FR0010313833,2AKE,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,103.05,26/01/2024
ARKIMEDES FONDS,BE0945331669,-,Euronext Expert Market,EUR,2.40,2.40,2.40,2.40,09/01/2024 11:30,CET,10,24.00,2.40,26/01/2024
ARMA,BE0051300847,-,Euronext Expert Market,EUR,-,-,-,-,-,CET,-,-,43800.00,26/01/2024
AROCA DEL PINAR,ES0105486007,MLARO,Euronext Access Paris,EUR,14.60,14.60,14.60,14.60,16/08/2020 00:00,CET,-,-,12.70,26/01/2024
ARRAS GROUP,IT0005540676,AGU,Euronext Growth Milan,EUR,0.93,0.93,0.93,0.93,26/01/2024 17:35,CET,30000,27900.00,0.93,26/01/2024
ARRIBATEC GROUP,NO0012861667,ARR,Oslo Børs,NOK,4.75,4.75,4.56,4.70,26/01/2024 16:25,CET,27983,131951.461,4.70,26/01/2024
ARTEA,FR0012185536,ARTE,Euronext Paris,EUR,14.40,14.40,14.40,14.40,26/01/2024 09:00,CET,1,14.40,14.40,26/01/2024
ARTERRA BIOSCIENCE,IT0005386369,ARBS,Euronext Growth Milan,EUR,1.65,1.66,1.60,1.60,26/01/2024 16:58,CET,19500,31560.00,1.60,26/01/2024
ARTMARKET COM,FR0000074783,PRC,Euronext Paris,EUR,4.835,6.15,4.835,5.51,26/01/2024 17:35,CET,72315,402705.665,5.51,26/01/2024
ARTOIS NOM.,FR0000076952,ARTO,Euronext Paris,EUR,5100.00,5100.00,5100.00,5100.00,26/01/2024 14:53,CET,4,20400.00,5100.00,26/01/2024
ARVERNE GROUP,FR001400JWR8,ARVEN,Euronext Paris,EUR,8.989,8.99,8.90,8.901,26/01/2024 17:23,CET,856,7639.797,8.901,26/01/2024
ARVERNE WARRANT,FR0014003AC4,ARVBS,Euronext Paris,EUR,0.06,0.06,0.06,0.06,17/01/2024 10:38,CET,5,0.30,0.06,26/01/2024
ASCENCIO,BE0003856730,ASCE,Euronext Brussels,EUR,48.90,49.60,48.55,49.35,26/01/2024 17:35,CET,5791,284462.70,49.35,26/01/2024
ASCOPIAVE,IT0004093263,ASC,Euronext Milan,EUR,2.25,2.265,2.24,2.25,26/01/2024 17:35,CET,71283,160451.295,2.25,26/01/2024
ASETEK,DK0060477263,ASTK,Oslo Børs,NOK,7.26,7.56,6.94,7.02,26/01/2024 16:25,CET,191316,1388637.20,7.02,26/01/2024
ASHLER ET MANSON,FR0012968485,MLAEM,Euronext Access Paris,EUR,3.20,3.20,3.20,3.20,29/11/2023 11:30,CET,40,128.00,3.20,26/01/2024
ASKOLL EVA,IT0005337123,EVA,Euronext Growth Milan,EUR,0.329,0.329,0.316,0.324,26/01/2024 10:00,CET,16000,5112.00,0.324,26/01/2024
ASM INTERNATIONAL,NL0000334118,4ASM,EuroTLX,EUR,534.80,548.50,534.80,535.10,25/01/2024 16:16,CET,58,31074.40,525.70,26/01/2024
ASM INTERNATIONAL,NL0000334118,2ASM,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,523.70,26/01/2024
ASM INTERNATIONAL,NL0000334118,ASM,Euronext Amsterdam,EUR,515.20,526.50,512.50,523.70,26/01/2024 17:36,CET,158020,82302360.90,523.70,26/01/2024
ASML,NL0010273215,4ASML,EuroTLX,EUR,789.40,800.00,788.70,798.30,26/01/2024 17:27,CET,136,107574.50,798.30,26/01/2024
ASML,NL0010273215,2ASML,Trading After Hours,EUR,782.80,782.80,782.80,782.80,26/01/2024 18:00,CET,2,1565.60,782.80,26/01/2024
ASML,NL0010273215,1ASML,Euronext Global Equity Market,EUR,789.80,801.00,786.20,798.70,26/01/2024 17:29,CET,776,615257.90,798.10,26/01/2024
ASML HOLDING,NL0010273215,ASML,Euronext Amsterdam,EUR,790.00,800.60,778.80,797.20,26/01/2024 17:35,CET,779116,618592013.50,797.20,26/01/2024
ASR NEDERLAND,NL0011872643,ASRNL,Euronext Amsterdam,EUR,43.26,43.59,43.25,43.35,26/01/2024 17:36,CET,357595,15522299.16,43.35,26/01/2024
ASR NEDERLAND,NL0011872643,2ASRNL,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,43.35,26/01/2024
ASSYSTEM,FR0000074148,ASY,Euronext Paris,EUR,51.00,52.60,50.60,52.00,26/01/2024 17:35,CET,32484,1683425.40,52.00,26/01/2024
ASTICKSO XXI,ES0105708004,MLAST,Euronext Access Paris,EUR,9.85,9.85,9.85,9.85,20/07/2023 00:00,CET,-,-,9.85,26/01/2024
ASTROCAST,CH1122548808,ASTRO,Euronext Growth Oslo,NOK,1.205,1.205,1.18,1.18,26/01/2024 15:58,CET,44052,52808.545,1.18,26/01/2024
AT&T,US00206R1023,4T,EuroTLX,EUR,15.27,15.73,15.27,15.73,25/01/2024 16:55,CET,175,2729.75,15.915,26/01/2024
AT&T,US00206R1023,1T,Euronext Global Equity Market,EUR,15.85,15.85,15.10,15.325,24/01/2024 17:35,CET,8728,134103.89,15.915,26/01/2024
AT&T,US00206R1023,2T,Trading After Hours,EUR,15.425,15.425,15.425,15.425,09/01/2024 18:23,CET,600,9255.00,15.915,26/01/2024
ATARI,FR0010478248,ALATA,Euronext Growth Paris,EUR,0.1266,0.1294,0.1266,0.129,26/01/2024 16:44,CET,120691,15347.8992,0.129,26/01/2024
